date,spprice,dividend,earnings,infl,lrir10,realprice,realpricelag,realpricelag2,realpricelag3,realpricelag4,realdividend,realtotalreturn,realearnings,realtrscaledearnings,CAPE,TRCAPE,excessCAPE,bond,realbond,dp,dy,ep,de
9/1/1912,9.86,0.48,0.67,9.8,4.3,311.57,310.93,307.46,299.31,293.87,15.09,2491.13,21.25,169.91,13.93,17.58,0.05,1,6.8,20.65,4.84,14.66,71
10/1/1912,9.84,0.48,0.68,9.8,4.34,310.93,307.46,299.31,293.87,283.44,15.11,2496.15,21.54,172.93,13.91,17.56,0.04,1,6.8,20.57,4.86,14.43,70.16
11/1/1912,9.73,0.48,0.69,9.8,4.38,307.46,299.31,293.87,283.44,278.07,15.14,2478.38,21.83,175.96,13.75,17.37,0.04,1,6.81,20.3,4.92,14.09,69.37
12/1/1912,9.38,0.48,0.7,9.7,4.41,299.31,293.87,283.44,278.07,277.76,15.32,2422.94,22.34,180.82,13.39,16.92,0.04,1,6.88,19.54,5.12,13.4,68.57
1/1/1913,9.3,0.48,0.69,9.8,4.45,293.87,283.44,278.07,277.76,272.96,15.17,2389.18,21.94,178.34,13.15,16.62,0.04,1.01,6.82,19.38,5.16,13.4,69.14
2/1/1913,8.97,0.48,0.69,9.8,4.43,283.44,278.07,277.76,272.96,256.58,15.17,2314.68,21.75,177.61,12.68,16.04,0.05,1.01,6.85,18.69,5.35,13.03,69.74
3/1/1913,8.8,0.48,0.68,9.8,4.4,278.07,277.76,272.96,256.58,257.43,15.17,2281.14,21.57,176.92,12.44,15.75,0.05,1.01,6.89,18.33,5.45,12.89,70.33
4/1/1913,8.79,0.48,0.68,9.8,4.38,277.76,272.96,256.58,257.43,264.31,15.17,2288.91,21.38,176.21,12.43,15.74,0.05,1.01,6.93,18.31,5.46,12.99,70.93
5/1/1913,8.55,0.48,0.67,9.7,4.35,272.96,256.58,257.43,264.31,264.15,15.32,2259.89,21.42,177.3,12.22,15.49,0.06,1.01,7.04,17.81,5.61,12.75,71.56
6/1/1913,8.12,0.48,0.67,9.8,4.33,256.58,257.43,264.31,264.15,255.79,15.17,2134.8,21.01,174.83,11.49,14.58,0.06,1.01,7.01,16.92,5.91,12.21,72.18
7/1/1913,8.23,0.48,0.66,9.9,4.31,257.43,264.31,264.15,255.79,246.82,15.01,2152.28,20.62,172.39,11.53,14.65,0.06,1.01,6.98,17.15,5.83,12.48,72.82
8/1/1913,8.45,0.48,0.65,9.9,4.28,264.31,264.15,255.79,246.82,248.97,15.01,2220.27,20.44,171.66,11.85,15.06,0.06,1.01,7.02,17.6,5.68,12.93,73.47
9/1/1913,8.53,0.48,0.65,10,4.26,264.15,255.79,246.82,248.97,259.19,14.86,2229.28,20.05,169.22,11.84,15.07,0.06,1.01,6.98,17.77,5.63,13.17,74.13
10/1/1913,8.26,0.48,0.64,10,4.23,255.79,246.82,248.97,259.19,265.25,14.86,2169.17,19.87,168.52,11.47,14.61,0.07,1.01,7.02,17.21,5.81,12.87,74.8
11/1/1913,8.05,0.48,0.64,10.1,4.21,246.82,248.97,259.19,265.25,260.25,14.72,2103.49,19.49,166.14,11.07,14.12,0.07,1.01,6.99,16.77,5.96,12.66,75.5
12/1/1913,8.04,0.48,0.63,10,4.18,248.97,259.19,265.25,260.25,256.58,14.86,2132.45,19.51,167.09,11.17,14.27,0.07,1.01,7.1,16.75,5.97,12.76,76.19
1/1/1914,8.37,0.48,0.62,10,4.16,259.19,265.25,260.25,256.58,255.56,14.71,2230.47,19.22,165.43,11.64,14.88,0.06,1,7.14,17.62,5.68,13.48,76.51
2/1/1914,8.48,0.47,0.61,9.9,4.17,265.25,260.25,256.58,255.56,254.3,14.7,2293.15,19.13,165.42,11.91,15.24,0.06,1,7.23,18.04,5.54,13.86,76.84
3/1/1914,8.32,0.47,0.6,9.9,4.17,260.25,256.58,255.56,254.3,237.83,14.55,2260.37,18.85,163.69,11.69,14.97,0.06,1,7.25,17.89,5.59,13.81,77.18
4/1/1914,8.12,0.46,0.59,9.8,4.18,256.58,255.56,254.3,237.83,233.16,14.54,2239.06,18.75,163.6,11.52,14.78,0.06,1,7.35,17.65,5.67,13.69,77.53
5/1/1914,8.17,0.46,0.58,9.9,4.19,255.56,254.3,237.83,233.16,233.16,14.23,2240.44,18.27,160.2,11.48,14.74,0.07,1,7.3,17.96,5.57,13.98,77.88
6/1/1914,8.13,0.45,0.58,9.9,4.19,254.3,237.83,233.16,233.16,235.47,14.08,2239.76,17.99,158.41,11.43,14.69,0.07,1,7.32,18.07,5.54,14.14,78.26
7/1/1914,7.68,0.45,0.57,10,4.2,237.83,233.16,233.16,235.47,233.16,13.78,2104.74,17.52,155.06,10.69,13.77,0.07,1,7.26,17.26,5.79,13.57,78.65
8/1/1914,7.68,0.44,0.56,10.2,4.21,233.16,233.16,235.47,233.16,225.35,13.36,2073.32,16.9,150.29,10.49,13.53,0.08,1,7.14,17.45,5.73,13.8,79.04
9/1/1914,7.68,0.44,0.55,10.2,4.21,233.16,235.47,233.16,225.35,229.34,13.21,2083.11,16.62,148.5,10.5,13.56,0.07,1,7.16,17.66,5.66,14.03,79.45
10/1/1914,7.68,0.43,0.54,10.1,4.22,235.47,233.16,225.35,229.34,228.54,13.18,2113.55,16.5,148.14,10.61,13.72,0.07,1,7.26,17.86,5.6,14.27,79.88
11/1/1914,7.68,0.43,0.53,10.2,4.23,233.16,225.35,229.34,228.54,236.79,12.9,2102.48,16.07,144.87,10.52,13.62,0.07,1,7.21,18.07,5.53,14.51,80.31
12/1/1914,7.35,0.42,0.52,10.1,4.23,225.35,229.34,228.54,236.79,252.07,12.88,2041.74,15.94,144.45,10.17,13.19,0.07,1,7.3,17.5,5.71,14.13,80.77
1/1/1915,7.48,0.42,0.55,10.1,4.24,229.34,228.54,236.79,252.07,243.75,12.9,2087.59,16.86,153.5,10.36,13.46,0.07,1,7.32,17.78,5.63,13.6,76.51
2/1/1915,7.38,0.42,0.58,10,4.22,228.54,236.79,252.07,243.75,246.51,13.06,2090.18,17.96,164.27,10.33,13.44,0.07,1,7.43,17.5,5.71,12.72,72.71
3/1/1915,7.57,0.42,0.61,9.9,4.21,236.79,252.07,243.75,246.51,245.59,13.22,2175.73,19.08,175.32,10.71,13.94,0.07,1,7.54,17.92,5.58,12.41,69.26
4/1/1915,8.14,0.42,0.64,10,4.19,252.07,243.75,246.51,245.59,256.01,13.11,2326.19,19.82,182.89,11.4,14.86,0.06,1,7.5,19.23,5.2,12.72,66.14
5/1/1915,7.95,0.42,0.67,10.1,4.18,243.75,246.51,245.59,256.01,265.52,13.01,2259.4,20.54,190.42,11.03,14.38,0.07,1,7.46,18.74,5.34,11.87,63.31
6/1/1915,8.04,0.43,0.7,10.1,4.16,246.51,245.59,256.01,265.52,277.49,13.03,2295.05,21.46,199.82,11.15,14.55,0.07,1,7.5,18.92,5.29,11.49,60.71
7/1/1915,8.01,0.43,0.73,10.1,4.15,245.59,256.01,265.52,277.49,284.42,13.06,2296.61,22.38,209.3,11.11,14.5,0.07,1,7.54,18.81,5.32,10.97,58.33
8/1/1915,8.35,0.43,0.76,10.1,4.13,256.01,265.52,277.49,284.42,285.02,13.08,2404.29,23.3,218.83,11.58,15.11,0.06,1,7.57,19.57,5.11,10.99,56.14
9/1/1915,8.66,0.43,0.79,10.1,4.11,265.52,277.49,284.42,285.02,277.81,13.11,2503.81,24.22,228.41,12.01,15.66,0.06,1,7.61,20.26,4.94,10.96,54.11
10/1/1915,9.14,0.43,0.82,10.2,4.1,277.49,284.42,285.02,277.81,273.94,13,2626.9,24.9,235.67,12.55,16.35,0.06,1,7.57,21.34,4.69,11.15,52.23
11/1/1915,9.46,0.43,0.85,10.3,4.08,284.42,285.02,277.81,273.94,270.45,12.9,2702.65,25.56,242.84,12.86,16.74,0.06,1,7.53,22.04,4.54,11.13,50.49
12/1/1915,9.48,0.43,0.88,10.3,4.07,285.02,277.81,273.94,270.45,264.97,12.93,2718.61,26.46,252.36,12.88,16.75,0.06,1,7.56,22.05,4.54,10.77,48.86
1/1/1916,9.33,0.44,0.93,10.4,4.05,277.81,273.94,270.45,264.97,268.28,13.13,2660.3,27.82,266.37,12.54,16.3,0.06,1,7.53,21.17,4.72,9.99,47.18
2/1/1916,9.2,0.45,0.99,10.4,4.07,273.94,270.45,264.97,268.28,268.38,13.45,2633.96,29.43,282.95,12.35,16.03,0.06,1,7.54,20.37,4.91,9.31,45.7
3/1/1916,9.17,0.46,1.04,10.5,4.08,270.45,264.97,268.28,268.38,264.65,13.64,2611.3,30.73,296.73,12.18,15.79,0.06,1,7.49,19.83,5.04,8.8,44.39
4/1/1916,9.07,0.47,1.1,10.6,4.1,264.97,268.28,268.38,264.65,264.21,13.83,2569.58,32.05,310.79,11.91,15.42,0.07,1,7.43,19.16,5.22,8.27,43.14
5/1/1916,9.27,0.48,1.15,10.7,4.11,268.28,268.38,264.65,264.21,270.05,14.01,2613.02,33.31,324.44,12.03,15.55,0.06,1,7.38,19.14,5.22,8.05,42.07
6/1/1916,9.36,0.5,1.21,10.8,4.13,268.38,264.65,264.21,270.05,273.5,14.19,2625.48,34.55,338,12,15.49,0.07,1,7.33,18.91,5.29,7.77,41.08
7/1/1916,9.23,0.51,1.26,10.8,4.14,264.65,264.21,270.05,273.5,274.93,14.5,2600.84,36.1,354.76,11.79,15.21,0.07,1,7.34,18.25,5.48,7.33,40.17
8/1/1916,9.3,0.52,1.31,10.9,4.16,264.21,270.05,273.5,274.93,261.62,14.68,2608.54,37.3,368.28,11.73,15.11,0.07,1,7.29,18,5.56,7.08,39.35
9/1/1916,9.68,0.53,1.37,11.1,4.17,270.05,273.5,274.93,261.62,253.29,14.72,2678.32,38.16,378.51,11.94,15.36,0.07,1,7.18,18.35,5.45,7.08,38.56
10/1/1916,9.98,0.54,1.42,11.3,4.19,273.5,274.93,261.62,253.29,233.03,14.75,2724.64,38.97,388.22,12.05,15.46,0.07,1,7.07,18.54,5.39,7.02,37.86
11/1/1916,10.21,0.55,1.48,11.5,4.2,274.93,261.62,253.29,233.03,240.25,14.79,2751.23,39.75,397.73,12.05,15.44,0.07,1,6.96,18.59,5.38,6.92,37.21
12/1/1916,9.8,0.56,1.53,11.6,4.22,261.62,253.29,233.03,240.25,225.37,14.95,2630.46,40.84,410.67,11.41,14.6,0.07,1,6.91,17.5,5.71,6.41,36.6
1/1/1917,9.57,0.57,1.51,11.7,4.23,253.29,233.03,240.25,225.37,214.35,15.11,2559.42,39.94,403.57,10.99,14.04,0.08,1,6.87,16.77,5.96,6.34,37.83
2/1/1917,9.03,0.58,1.49,12,4.26,233.03,240.25,225.37,214.35,215.34,15.01,2367.27,38.4,390.09,10.06,12.84,0.09,1,6.71,15.52,6.44,6.07,39.09
3/1/1917,9.31,0.59,1.47,12,4.29,240.25,225.37,214.35,215.34,212.66,15.29,2453.62,37.88,386.89,10.33,13.17,0.08,1,6.72,15.71,6.36,6.34,40.36
4/1/1917,9.17,0.6,1.45,12.6,4.32,225.37,214.35,215.34,212.66,203.19,14.83,2314.26,35.56,365.18,9.64,12.29,0.1,1,6.4,15.2,6.58,6.34,41.69
5/1/1917,8.86,0.61,1.43,12.8,4.34,214.35,215.34,212.66,203.19,189.06,14.86,2213.8,34.5,356.31,9.14,11.65,0.1,1,6.31,14.43,6.93,6.21,43.07
6/1/1917,9.04,0.63,1.41,13,4.37,215.34,212.66,203.19,189.06,176.17,14.89,2236.84,33.47,347.65,9.15,11.67,0.1,1,6.22,14.46,6.91,6.43,44.48
7/1/1917,8.79,0.64,1.38,12.8,4.4,212.66,203.19,189.06,176.17,161.49,15.38,2222.28,33.48,349.9,9,11.49,0.1,1,6.33,13.83,7.23,6.35,45.94
8/1/1917,8.53,0.65,1.36,13,4.43,203.19,189.06,176.17,161.49,153.7,15.4,2136.78,32.47,341.43,8.57,10.95,0.11,1,6.24,13.19,7.58,6.26,47.45
9/1/1917,8.12,0.66,1.34,13.3,4.46,189.06,176.17,161.49,153.7,159.48,15.31,2001.61,31.27,331.05,7.95,10.17,0.12,1,6.11,12.35,8.1,6.05,48.96
10/1/1917,7.68,0.67,1.32,13.5,4.49,176.17,161.49,153.7,159.48,163.18,15.33,1878.63,30.32,323.38,7.39,9.47,0.13,1,6.03,11.49,8.7,5.81,50.55
11/1/1917,7.04,0.68,1.3,13.5,4.51,161.49,153.7,159.48,163.18,161.03,15.58,1735.92,29.84,320.8,6.75,8.69,0.14,1,6.04,10.37,9.65,5.41,52.21
12/1/1917,6.8,0.69,1.28,13.7,4.54,153.7,159.48,163.18,161.03,157.23,15.6,1666.23,28.93,313.64,6.41,8.28,0.16,1,5.96,9.86,10.15,5.31,53.91
1/1/1918,7.21,0.68,1.26,14,4.57,159.48,163.18,161.03,157.23,158.89,15.04,1742.43,27.78,303.54,6.64,8.6,0.15,1,5.84,10.6,9.43,5.74,54.14
2/1/1918,7.43,0.67,1.23,14.1,4.56,163.18,161.03,157.23,158.89,156.94,14.71,1796.26,27.06,297.85,6.78,8.81,0.15,1,5.82,11.09,9.02,6.03,54.38
3/1/1918,7.28,0.66,1.21,14,4.56,161.03,157.23,158.89,156.94,154.01,14.6,1785.96,26.72,296.35,6.69,8.7,0.15,1,5.89,11.03,9.07,6.03,54.64
4/1/1918,7.21,0.65,1.18,14.2,4.55,157.23,158.89,156.94,154.01,152.42,14.18,1756.97,25.8,288.28,6.52,8.51,0.16,1,5.83,11.09,9.02,6.09,54.95
5/1/1918,7.44,0.64,1.16,14.5,4.55,158.89,156.94,154.01,152.42,148.72,13.67,1788.24,24.75,278.57,6.58,8.61,0.16,1,5.73,11.63,8.6,6.42,55.22
6/1/1918,7.45,0.63,1.14,14.7,4.54,156.94,154.01,152.42,148.72,152.13,13.27,1778.73,23.91,270.99,6.5,8.52,0.16,1,5.68,11.83,8.46,6.56,55.51
7/1/1918,7.51,0.62,1.11,15.1,4.54,154.01,152.42,148.72,152.13,153.13,12.71,1757.56,22.78,260.01,6.37,8.38,0.17,1,5.55,12.11,8.26,6.76,55.81
8/1/1918,7.58,0.61,1.09,15.4,4.53,152.42,148.72,152.13,153.13,148.27,12.27,1751.05,21.86,251.11,6.3,8.31,0.17,1,5.47,12.43,8.05,6.97,56.12
9/1/1918,7.54,0.6,1.06,15.7,4.52,148.72,152.13,153.13,148.27,147.33,11.83,1719.86,20.97,242.47,6.15,8.12,0.18,1,5.39,12.57,7.96,7.09,56.44
10/1/1918,7.86,0.59,1.04,16,4.52,152.13,153.13,148.27,147.33,150.63,11.42,1770.24,20.09,233.78,6.29,8.33,0.17,1,5.31,13.32,7.51,7.57,56.84
11/1/1918,8.06,0.58,1.01,16.3,4.51,153.13,148.27,147.33,150.63,153.32,11.02,1792.56,19.26,225.52,6.33,8.4,0.17,1,5.23,13.9,7.2,7.95,57.2
12/1/1918,7.9,0.57,0.99,16.5,4.51,148.27,147.33,150.63,153.32,155.58,10.7,1746.11,18.58,218.82,6.13,8.15,0.18,1,5.19,13.86,7.22,7.98,57.58
1/1/1919,7.85,0.57,0.99,16.5,4.5,147.33,150.63,153.32,155.58,164.36,10.64,1745.5,18.49,219.02,6.1,8.12,0.18,1,5.21,13.85,7.22,7.97,57.53
2/1/1919,7.88,0.56,0.98,16.2,4.54,150.63,153.32,155.58,164.36,168.76,10.77,1795.25,18.73,223.27,6.24,8.33,0.17,1,5.31,13.99,7.15,8.04,57.48
3/1/1919,8.12,0.56,0.98,16.4,4.58,153.32,155.58,164.36,168.76,169.25,10.57,1837.87,18.41,220.68,6.36,8.5,0.17,1,5.25,14.5,6.9,8.33,57.44
4/1/1919,8.39,0.56,0.97,16.7,4.62,155.58,164.36,168.76,169.25,155.19,10.32,1875.18,17.99,216.8,6.46,8.65,0.17,1,5.16,15.07,6.64,8.65,57.39
5/1/1919,8.97,0.55,0.97,16.9,4.66,164.36,168.76,169.25,155.19,156.75,10.14,1991.27,17.68,214.22,6.83,9.16,0.16,1,5.1,16.21,6.17,9.3,57.34
6/1/1919,9.21,0.55,0.96,16.9,4.7,168.76,169.25,155.19,156.75,162.02,10.08,2054.72,17.59,214.17,7.02,9.43,0.16,1,5.11,16.75,5.97,9.59,57.29
7/1/1919,9.51,0.55,0.96,17.4,4.74,169.25,155.19,156.75,162.02,153.83,9.73,2070.55,17,207.93,7.05,9.48,0.16,1,4.96,17.4,5.75,9.96,57.25
8/1/1919,8.87,0.54,0.95,17.7,4.77,155.19,156.75,162.02,153.83,146.15,9.51,1908.17,16.62,204.37,6.48,8.71,0.17,1,4.88,16.33,6.13,9.34,57.19
9/1/1919,9.01,0.54,0.95,17.8,4.81,156.75,162.02,153.83,146.15,141.68,9.39,1937.02,16.44,203.16,6.56,8.83,0.17,1,4.86,16.69,5.99,9.53,57.14
10/1/1919,9.47,0.54,0.94,18.1,4.85,162.02,153.83,146.15,141.68,128.63,9.18,2011.63,16.08,199.68,6.79,9.15,0.16,1,4.79,17.64,5.67,10.07,57.1
11/1/1919,9.19,0.53,0.94,18.5,4.89,153.83,146.15,141.68,128.63,136.29,8.93,1919.18,15.65,195.26,6.47,8.72,0.17,1,4.69,17.23,5.8,9.83,57.04
12/1/1919,8.92,0.53,0.93,18.9,4.93,146.15,141.68,128.63,136.29,131.19,8.68,1832.4,15.24,191.05,6.16,8.32,0.18,1,4.59,16.83,5.94,9.59,56.99
1/1/1920,8.83,0.53,0.92,19.3,4.97,141.68,128.63,136.29,131.19,121.16,8.48,1785.17,14.75,185.84,5.99,8.09,0.19,1,4.5,16.71,5.98,9.61,57.47
2/1/1920,8.1,0.53,0.91,19.5,4.98,128.63,136.29,131.19,121.16,117.35,8.36,1629.57,14.42,182.73,5.46,7.38,0.2,1,4.47,15.38,6.5,8.92,57.99
3/1/1920,8.67,0.53,0.9,19.7,4.99,136.29,131.19,121.16,117.35,117.76,8.25,1735.25,14.11,179.63,5.8,7.86,0.19,1,4.44,16.51,6.06,9.66,58.5
4/1/1920,8.6,0.52,0.89,20.3,5,131.19,121.16,117.35,117.76,115.94,7.98,1678.84,13.53,173.1,5.6,7.6,0.2,1,4.32,16.43,6.08,9.7,59.02
5/1/1920,8.06,0.52,0.88,20.6,5.01,121.16,117.35,117.76,115.94,121.86,7.84,1558.87,13.17,169.39,5.19,7.05,0.22,1,4.27,15.45,6.47,9.2,59.57
6/1/1920,7.92,0.52,0.87,20.9,5.02,117.35,117.76,115.94,121.86,122.62,7.7,1518.07,12.82,165.8,5.04,6.86,0.23,1,4.23,15.23,6.57,9.16,60.12
7/1/1920,7.91,0.52,0.85,20.8,5.03,117.76,115.94,121.86,122.62,116.99,7.72,1531.76,12.72,165.41,5.08,6.93,0.22,1,4.26,15.26,6.55,9.26,60.68
8/1/1920,7.6,0.52,0.84,20.3,5.04,115.94,121.86,122.62,116.99,108.7,7.88,1516.52,12.86,168.27,5.02,6.86,0.22,1,4.38,14.71,6.8,9.01,61.27
9/1/1920,7.87,0.52,0.83,20,5.05,121.86,122.62,116.99,108.7,115.88,7.97,1602.64,12.89,169.53,5.3,7.25,0.21,1,4.46,15.28,6.54,9.45,61.86
10/1/1920,7.88,0.51,0.82,19.9,5.06,122.62,116.99,108.7,115.88,118.82,7.99,1621.5,12.79,169.08,5.35,7.33,0.21,1,4.5,15.35,6.51,9.59,62.47
11/1/1920,7.48,0.51,0.81,19.8,5.07,116.99,108.7,115.88,118.82,116.42,8,1555.78,12.68,168.64,5.13,7.04,0.22,1,4.54,14.62,6.84,9.23,63.11
12/1/1920,6.81,0.51,0.8,19.4,5.08,108.7,115.88,118.82,116.42,118.22,8.14,1454.65,12.77,170.88,4.78,6.58,0.24,1,4.65,13.35,7.49,8.51,63.75
1/1/1921,7.11,0.51,0.76,19,5.09,115.88,118.82,116.42,118.22,124.57,8.24,1559.9,12.35,166.19,5.12,7.06,0.22,1.01,4.76,14.06,7.11,9.39,66.77
2/1/1921,7.06,0.5,0.72,18.4,5.02,118.82,116.42,118.22,124.57,115.25,8.44,1608.91,12.03,162.94,5.27,7.29,0.21,1.01,4.96,14.07,7.11,9.87,70.17
3/1/1921,6.88,0.5,0.67,18.3,4.96,116.42,118.22,124.57,115.25,114.25,8.42,1585.96,11.38,155.02,5.19,7.19,0.22,1.01,5.04,13.83,7.23,10.23,73.98
4/1/1921,6.91,0.49,0.63,18.1,4.89,118.22,124.57,115.25,114.25,112.85,8.44,1620.06,10.78,147.7,5.3,7.35,0.22,1.01,5.14,14.01,7.14,10.97,78.3
5/1/1921,7.12,0.49,0.59,17.7,4.83,124.57,115.25,114.25,112.85,116.97,8.56,1716.79,10.28,141.66,5.61,7.8,0.2,1.01,5.31,14.55,6.87,12.12,83.27
6/1/1921,6.55,0.49,0.55,17.6,4.76,115.25,114.25,112.85,116.97,118.56,8.53,1598.12,9.59,132.97,5.22,7.27,0.22,1.01,5.39,13.51,7.4,12.02,88.99
7/1/1921,6.53,0.48,0.5,17.7,4.7,114.25,112.85,116.97,118.56,125.65,8.41,1593.96,8.79,122.66,5.2,7.26,0.22,1.01,5.4,13.58,7.36,13,95.68
8/1/1921,6.45,0.48,0.46,17.7,4.63,112.85,116.97,118.56,125.65,130.85,8.34,1584.13,8.05,112.98,5.16,7.23,0.22,1.01,5.45,13.53,7.39,14.02,103.63
9/1/1921,6.61,0.47,0.42,17.5,4.56,116.97,118.56,125.65,130.85,133.76,8.36,1651.76,7.39,104.33,5.38,7.55,0.21,1.01,5.57,13.99,7.15,15.83,113.17
10/1/1921,6.7,0.47,0.38,17.5,4.5,118.56,125.65,130.85,133.76,136.69,8.29,1684,6.64,94.25,5.48,7.71,0.2,1.01,5.62,14.31,6.99,17.87,124.88
11/1/1921,7.06,0.46,0.33,17.4,4.43,125.65,130.85,133.76,136.69,143.52,8.26,1794.47,5.92,84.51,5.84,8.24,0.19,1.01,5.7,15.21,6.58,21.23,139.61
12/1/1921,7.31,0.46,0.29,17.3,4.37,130.85,133.76,136.69,143.52,152.24,8.23,1878.55,5.19,74.53,6.11,8.65,0.19,1.01,5.78,15.89,6.29,25.21,158.62
1/1/1922,7.3,0.46,0.32,16.9,4.3,133.76,136.69,143.52,152.24,158.17,8.51,1930.56,5.92,85.5,6.29,8.92,0.18,1,5.97,15.73,6.36,22.58,143.58
2/1/1922,7.46,0.47,0.36,16.9,4.31,136.69,143.52,152.24,158.17,156.69,8.58,1983.19,6.54,94.83,6.46,9.19,0.17,1,5.99,15.93,6.28,20.91,131.29
3/1/1922,7.74,0.47,0.39,16.7,4.31,143.52,152.24,158.17,156.69,156.86,8.76,2092.86,7.23,105.45,6.82,9.72,0.16,1,6.08,16.38,6.1,19.85,121.15
4/1/1922,8.21,0.48,0.42,16.7,4.32,152.24,158.17,156.69,156.86,164.72,8.84,2230.69,7.85,115.01,7.27,10.38,0.15,1,6.1,17.22,5.81,19.4,112.62
5/1/1922,8.53,0.48,0.46,16.7,4.32,158.17,156.69,156.86,164.72,169.01,8.92,2328.52,8.47,124.67,7.59,10.85,0.14,1,6.12,17.74,5.64,18.68,105.28
6/1/1922,8.45,0.49,0.49,16.7,4.33,156.69,156.86,164.72,169.01,171.71,8.99,2317.72,9.09,134.4,7.56,10.82,0.15,1,6.14,17.42,5.74,17.24,98.98
7/1/1922,8.51,0.49,0.52,16.8,4.33,156.86,164.72,169.01,171.71,162.21,9.02,2331.39,9.65,143.36,7.6,10.89,0.15,1,6.13,17.4,5.75,16.26,93.48
8/1/1922,8.83,0.49,0.56,16.6,4.34,164.72,169.01,171.71,162.21,160.88,9.2,2459.6,10.39,155.07,8.02,11.5,0.14,1,6.22,17.9,5.59,15.86,88.61
9/1/1922,9.06,0.5,0.59,16.6,4.34,169.01,171.71,162.21,160.88,164.05,9.28,2535.22,11.01,165.1,8.27,11.86,0.13,1,6.24,18.21,5.49,15.36,84.32
10/1/1922,9.26,0.5,0.62,16.7,4.35,171.71,162.21,160.88,164.05,171.06,9.3,2587.3,11.56,174.15,8.43,12.11,0.13,1,6.22,18.46,5.42,14.86,80.49
11/1/1922,8.8,0.51,0.66,16.8,4.35,162.21,160.88,164.05,171.06,173.82,9.32,2455.84,12.1,183.27,8,11.49,0.14,1,6.2,17.4,5.75,13.4,77.02
12/1/1922,8.78,0.51,0.69,16.9,4.36,160.88,164.05,171.06,173.82,166.75,9.35,2447.55,12.64,192.35,7.96,11.45,0.14,1,6.19,17.22,5.81,12.72,73.91
1/1/1923,8.9,0.51,0.71,16.8,4.36,164.05,171.06,173.82,166.75,158.87,9.43,2507.73,13.16,201.24,8.15,11.73,0.13,1.01,6.24,17.39,5.75,12.46,71.65
2/1/1923,9.28,0.51,0.74,16.8,4.34,171.06,173.82,166.75,158.87,151.92,9.46,2626.85,13.61,208.99,8.53,12.27,0.13,1.01,6.28,18.08,5.53,12.57,69.52
3/1/1923,9.43,0.52,0.76,16.8,4.31,173.82,166.75,158.87,151.92,145.11,9.49,2681.46,14.05,216.82,8.7,12.51,0.13,1.01,6.32,18.31,5.46,12.37,67.54
4/1/1923,9.1,0.52,0.79,16.9,4.29,166.75,158.87,151.92,145.11,146.69,9.47,2584.49,14.42,223.43,8.37,12.04,0.13,1.01,6.31,17.61,5.68,11.57,65.68
5/1/1923,8.67,0.52,0.81,16.9,4.26,158.87,151.92,145.11,146.69,146.73,9.5,2474.63,14.86,231.42,8,11.51,0.14,1.01,6.35,16.73,5.98,10.69,63.92
6/1/1923,8.34,0.52,0.84,17,4.24,151.92,145.11,146.69,146.73,143.74,9.47,2378.73,15.21,238.16,7.67,11.04,0.14,1.01,6.35,16.04,6.24,9.99,62.28
7/1/1923,8.06,0.52,0.86,17.2,4.21,145.11,146.69,146.73,143.74,148.03,9.39,2284.39,15.47,243.52,7.35,10.57,0.15,1.01,6.31,15.45,6.47,9.38,60.72
8/1/1923,8.1,0.52,0.88,17.1,4.19,146.69,146.73,143.74,148.03,153.05,9.48,2321.59,16,253.17,7.44,10.72,0.15,1.01,6.38,15.48,6.46,9.17,59.24
9/1/1923,8.15,0.53,0.91,17.2,4.16,146.73,143.74,148.03,153.05,158.06,9.45,2334.8,16.34,259.98,7.46,10.75,0.15,1.01,6.38,15.52,6.44,8.98,57.85
10/1/1923,8.03,0.53,0.93,17.3,4.14,143.74,148.03,153.05,158.06,159.7,9.43,2299.63,16.68,266.82,7.32,10.55,0.15,1.01,6.37,15.25,6.56,8.62,56.53
11/1/1923,8.27,0.53,0.96,17.3,4.11,148.03,153.05,158.06,159.7,157.55,9.46,2380.97,17.11,275.18,7.55,10.88,0.15,1.01,6.41,15.65,6.39,8.65,55.27
12/1/1923,8.55,0.53,0.98,17.3,4.09,153.05,158.06,159.7,157.55,154.84,9.49,2474.3,17.54,283.6,7.81,11.26,0.14,1.01,6.44,16.13,6.2,8.72,54.08
1/1/1924,8.83,0.53,0.98,17.3,4.06,158.06,159.7,157.55,154.84,154.29,9.52,2568.15,17.47,283.81,8.07,11.63,0.14,1,6.48,16.61,6.02,9.05,54.49
2/1/1924,8.87,0.53,0.97,17.2,4.04,159.7,157.55,154.84,154.29,157.2,9.6,2607.79,17.49,285.68,8.16,11.76,0.14,1,6.55,16.63,6.01,9.13,54.88
3/1/1924,8.7,0.54,0.97,17.1,4.03,157.55,154.84,154.29,157.2,163.53,9.69,2585.95,17.52,287.58,8.06,11.61,0.14,1,6.62,16.26,6.15,8.99,55.3
4/1/1924,8.5,0.54,0.96,17,4.01,154.84,154.29,157.2,163.53,170.14,9.78,2554.73,17.55,289.53,7.92,11.42,0.14,1,6.69,15.84,6.31,8.82,55.71
5/1/1924,8.47,0.54,0.96,17,3.99,154.29,157.2,163.53,170.14,167.51,9.81,2559.2,17.47,289.82,7.9,11.38,0.14,1,6.72,15.73,6.36,8.83,56.12
